Nro Emenda;Data;Aplicação;Âmbito;Tipo;Destinação;Parlamentar;Descrição;Finalidade;Fundamento Legal;Orçado;Empenhado;Receita Recebida;Bancos Recebido
30/04/2026;9020004-Emenda de Comisao 50070002 - Rodrigo Gambale;FEDERAL;COMISSAO;INVESTIMENTO;RODRIGO GAMBALE;CONSTRUCAO DE PARQUE LUDICO NO PARQUE MUNICIPAL NOSSO RECANTO DONA ASS;CONSTRUCAO DE PARQUE LUDICO NO PARQUE MUNICIPAL NOSSO RECANTO;ART. 4º DA LC 210/2024;0.01;0.0;0.0;0.0;0
30/04/2026;9020003-Emenda de Comissao da Saude - Portaria 11335/2026;FEDERAL;COMISSAO;CUSTEIO;RODRIGO GAMBALE;INCREMENTO AO PISO DA ATENCAO PRIMARIA;INCREMENTO AO PISO DA ATENCAO PRIMARIA;PORTARIA GM/MS 11335/2026;7000000.0;0.0;0.0;0.0;0
30/04/2026;8000043-Emenda Alex Manente - Portaria Gm/ms 10436;FEDERAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;ALEX MANENTE;INCREMENTO DA MEDIA E ALTA COMPLEXIDADE (MAC);INCREMENTO DA MEDIA E ALTA COMPLEXIDADE (MAC);PORTARIA GM/MS 10436/2026;1500000.01;0.0;1500000.0;1500000.0;0
30/04/2026;8000044-Emenda Alex Manente - Portaria Gm/ms 10498/2026;FEDERAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;ALEX MANENTE;INCREMENTO DA MEDIA E ALTA COMPLEXIDADE (MAC);INCREMENTO DA MEDIA E ALTA COMPLEXIDADE (MAC);PORTARIA GM/MS 10496/2026;500000.01;0.0;500451.29;500451.29;0
30/04/2026;8000039-Emenda Parlamentar N.31350002 Dep Arlindo Chinagli;FEDERAL;INDIVIDUAL (FINALIDADE DEFINIDA);INVESTIMENTO;ARLINDO CHINAGLIA;AQUISICAO DE UNIDADE MOVEL DE SAUDE;AQUISICAO DE UNIDADE MOVEL DE SAUDE;PORTARIA GM/MS 3725/2024;12502.55;12501.54;0.0;0.0;0
30/04/2026;8000022-Portaria Gm/ms 3590/24 - Emenda Alencar Santana Br;FEDERAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;ALENCAR SANTANA;CUSTEIO DA MEDIA E ALTA COMPLEXIDADE (MAC);CUSTEIO DA MEDIA E ALTA COMPLEXIDADE (MAC);PORTARIA GM/MS 3590/2024;34001.0;1796.88;0.0;0.0;0
30/04/2026;8000042-Emenda Felipe Becari - Portaria Gm/ms 10440/2026;FEDERAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;FELIPE BECARI;Fortalecer a atencao primaria, ampliando a cobertura da Estrategia Saude da Familia e da Saude Bucal, com vistas a universalizacao do acesso, a abrangencia do cuidado integral, a promocao da saude, a prevencao de doencas e agravos e a reducao de desigualdades de raca/etnia, de genero, regionais e sociais.;Fortalecer a atencao primaria, ampliando a cobertura da Estrategia Saude da Familia e da Saude Bucal, com vistas a universalizacao do acesso, a abrangencia do cuidado integral, a promocao da saude, a prevencao de doencas e agravos e a reducao de desigualdades de raca/etnia, de genero, regionais e sociais.;PORTARIA GM/MS 10440/2026;1000000.01;0.0;1004603.08;1004603.08;0
04/05/2026;8000045-Emenda Felipe Becari - Portaria Gm/ms 10751/2026;FEDERAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;FELIPE BECARI;INCREMENTO DA MEDIA E ALTA COMPLEXIDADE (MAC);INCREMENTO AO CUSTEIO DE SERVICOS DA ATENCAO ESPECIALIZADA A SAUDE;PORTARIA GM/MS 10.751/2026;0.0;0.0;1000902.57;1000902.57;0
30/04/2026;8000041-Portaria Gm/ms - 9478/25 - Emenda Rodrigo Gambale;FEDERAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;RODRIGO GAMBALE;Fortalecer a atencao primaria, ampliando a cobertura da Estrategia Saude da Familia e da Saude Bucal, com vistas a universalizacao do acesso, a abrangencia do cuidado integral, a promocao da saude, a prevencao de doencas e agravos e a reducao de desigualdades de raca/etnia, de genero, regionais e sociais.;Fortalecer a atencao primaria, ampliando a cobertura da Estrategia Saude da Familia e da Saude Bucal, com vistas a universalizacao do acesso, a abrangencia do cuidado integral, a promocao da saude, a prevencao de doencas e agravos e a reducao de desigualdades de raca/etnia, de genero, regionais e sociais.;PORTARIA GM/MS 9478/2025;1000001.02;1000000.0;1042527.47;1042527.47;0
30/04/2026;8000040-Emenda Rodrigo Gambale - Portaria Gm/ms 6003/2024;FEDERAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;RODRIGO GAMBALE;CUSTEIO AO PISO DA ATENCAO PRIMARIA;CUSTEIO DA APS;GM/MS 6003/2024;1313001.0;1313000.0;47750.85;0.0;0
30/04/2026;8000037-Emenda Especial 44680006/2024 - Rodrigo Gambale;FEDERAL;INDIVIDUAL (TRANSFERENCIAS ESPECIAIS);INVESTIMENTO;RODRIGO GAMBALE;Execucao de obras de drenagem, reformas em instalacao publica, servicos de recapemento asfalatico de infraestrutura urbana e canalizacao de corrego.;Execucao de obras de drenagem, reformas em instalacao publica, servicos de recapeamento asfaltico de infraestrutura urbana e canalizacao de corrego.;ARTIGO 166-A CF;0.0;0.0;55467.85;0.0;0
04/05/2026;9020006-Emenda Com.esporte - 50060001 - Convenio 962866;FEDERAL;INDIVIDUAL (FINALIDADE DEFINIDA);INVESTIMENTO;RODRIGO GAMBALE;Construcao de Quadra de Areia no Municipio de Ferraz de Vasconcelos/SP;Oferecer a populacao infraestrutura esportiva conforme diretrizes de acessibilidade, promovendo educacao e inclusao social por meio de politicas publicas esportivas. Garantir direitos e um futuro prospero, priorizando qualidade de vida, lazer e integracao da comunidade. Realizar torneios e desenvolver as potencialidades desportivas no Municipio.;PORTARIA CONJUNTA MGI/MF/CGU Nº 33, DE 2023;562500.0;493341.9;526260.0;0.0;0
01/06/2026;9020008-Emenda Comissao 50410002 - Portaria Gm/ms 11335/26;FEDERAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;RODRIGO GAMBALE;INCREMENTO AO PISO DA ATENCAO PRIMARIA;Fortalecer as acoes de rastreamento, acompanhamento e controle das condicoes cronicas, com foco em hipertensao arterial e diabetes mellitus, na atencao primaria a saude do municipio de Ferraz de Vasconcelos.;PORTARIA GM/MS N§ 11.335, DE 18 DE MAIO DE 2026;0.0;0.0;0.0;0.0;0
30/04/2026;9000001-Emenda de Comissao da Saude - Portaria 6111/2024;FEDERAL;COMISSAO;INVESTIMENTO;RODRIGO GAMBALE;AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE;AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE;PORTARIA GM/MS 6111/2024;0.0;0.0;669.24;6999.92;0
04/05/2026;9020007-Emenda Comissao Cdr - 60110003 - Convenio 954673;FEDERAL;INDIVIDUAL (FINALIDADE DEFINIDA);INVESTIMENTO;VICENTINHO;Pavimentacao e Recapeamento de Vias no Perimetro Urbano do Municipio de Ferraz de Vasconcelos . SP.;Proporcionar melhorias na infraestrutura urbana, no ambito da mobilidade, melhorando o fluxo de trafego, e dando maior eficiencia ao sistema viario municipal, assim como oportunizando o conforto, seguranca e acessibilidade aos usuarios. As vias a serem beneficiadas estao em perimetro urbano.;DECRETO N. 6.170/2007;0.0;0.0;1148754.6;0.0;0
30/04/2026;8031111-Demanda 88839 - Emendas Caio Franca/jorge do Carmo;ESTADUAL;INDIVIDUAL (TRANSFERENCIAS ESPECIAIS);INVESTIMENTO;;CODIGO DE APLICACAO CRIADO PARA LANCAMENTO DE RENDIMENTOS DE CONTA BANCARIA ONDE FOI CREDITADO A DEMANDA 88839, QUE POSSUI AS TRANSFERENCIAS ESPECIAIS: Emenda Especial n. 2025.016.66881 - Caio Franca- Emenda Especial n. 2025.035.64969 - Dr. Jorge do Carmo- Emenda Especial n. 2025.035.64968 - Dr. Jorge do Carmo.;CODIGO DE APLICACAO CRIADO PARA LANCAMENTO DE RENDIMENTOS DE CONTA BANCARIA ONDE FOI CREDITADO A DEMANDA 88839, QUE POSSUI AS TRANSFERENCIAS ESPECIAIS: Emenda Especial n. 2025.016.66881 - Caio Franca- Emenda E pecial n. 2025.035.64969 - Dr. Jorge do Carmo- Emenda Especial n. 2025.035.64968 - Dr. Jorge do Carmo.;ART. 175-A CONSTITUICAO DO ESTADO DE SAO PAULO;0.0;0.0;27337.0;0.0;0
30/04/2026;8021111-Aplicacao Emendas Especiais - C/c 575861256-8;FEDERAL;INDIVIDUAL (TRANSFERENCIAS ESPECIAIS);INVESTIMENTO;DIVERSOS;CODIGO DE APLICACAO CRIADO PARA LANCAMENTO DE RENDIMENTOS DE CONTA BANCARIA ONDE FOI CREDITADO DIVERSAS EMENDAS ESPECIAIS NO ANO DE 2023.;CODIGO DE APLICACAO CRIADO PARA LANCAMENTO DE RENDIMENTOS DE CONTA BANCARIA ONDE FOI CREDITADO DIVERSAS EMENDAS ESPECIAIS NO ANO DE 2023.;ARTIGO 166-A CF;0.0;0.0;108037.79;0.0;0
